n,r,m
"(:movement {id: e2490})""""","[:direction]""""","(:upward {id: e2491})"""""
"(:imputation_rates {id: e2492})""""","[:affects]""""","(:movement {id: e2490})"""""
"(:lockdown_measures {id: e2493})""""","[:and]""""","(:supply_bottlenecks {id: e3389})"""""
"(:lockdown_measures {id: e2493})""""","[:impact_on]""""","(:euro_area_trade {id: e3994})"""""
"(:lockdown_measures {id: e2493})""""","[:cause_of_uncertainty]""""","(:inflation {id: e108})"""""
"(:lockdown_measures {id: e2493})""""","[:caused]""""","(:imputation_shares {id: e2494})"""""
"(:lockdown_measures {id: e2493})""""","[:cause]""""","(:direct_effects {id: e15062})"""""
"(:lockdown_measures {id: e2493})""""","[:implemented_to_contain]""""","(:coronavirus_COVID_19 {id: e3547})"""""
"(:lockdown_measures {id: e2493})""""","[:having_impacts_on]""""","(:firms {id: e232})"""""
"(:lockdown_measures {id: e2493})""""","[:having_impacts_on]""""","(:employees {id: e6511})"""""
"(:lockdown_measures {id: e2493})""""","[:adopted_to_contain]""""","(:pandemic {id: e1589})"""""
"(:lockdown_measures {id: e2493})""""","[:adopted_to_contain]""""","(:coronavirus_pandemic {id: e2653})"""""
"(:imputation_shares {id: e2494})""""","[:source]""""","(:Eurostat {id: e4418})"""""
"(:imputation_shares {id: e2494})""""","[:declined_for]""""","(:HICP {id: e4309})"""""
"(:imputation_shares {id: e2494})""""","[:declined_for]""""","(:HICP_excluding_energy_and_food {id: e18895})"""""
"(:imputation_shares {id: e2494})""""","[:stable_percentage_for]""""","(:services {id: e1153})"""""
"(:imputation_shares {id: e2494})""""","[:continue_high_uncertainty_despite_decline]""""","(:NEIG_items {id: e18900})"""""
"(:imputation_shares {id: e2494})""""","[:decreased_for]""""","(:NEIG_items {id: e18900})"""""
"(:imputation_shares {id: e2494})""""","[:remained_stable_for]""""","(:services {id: e1153})"""""
"(:imputation_share {id: e2495})""""","[:in]""""","(:services_sector {id: e1595})"""""
"(:imputation_share {id: e2495})""""","[:timeframe]""""","(:fourth_quarter_of_2020 {id: e1597})"""""
"(:imputation_share {id: e2495})""""","[:measure]""""","(:_20percent {id: e2496})"""""
"(:_20percent {id: e2496})""""","[:in]""""","(:April_2020 {id: e1715})"""""
"(:_20percent {id: e2496})""""","[:of]""""","(:pre_war_levels {id: e5812})"""""
"(:indices {id: e2497})""""","[:related_to]""""","(:package_holidays {id: e2476})"""""
"(:indices {id: e2497})""""","[:related_to]""""","(:accommodation_services {id: e2477})"""""
"(:indices {id: e2497})""""","[:unreliable_in]""""","(:fourth_quarter_of_2020 {id: e1597})"""""
"(:indices {id: e2497})""""","[:correlated_with]""""","(:standard_indicators {id: e21678})"""""
"(:indices {id: e2497})""""","[:aligned_according_to]""""","(:new_basket_of_products {id: e9618})"""""
"(:indices {id: e2497})""""","[:aligned_according_to]""""","(:old_basket_of_products {id: e9619})"""""
"(:indices {id: e2497})""""","[:validated_by]""""","(:business_cycle {id: e3943})"""""
"(:imputed_prices {id: e2498})""""","[:does_not_reflect]""""","(:upward {id: e2491})"""""
"(:imputed_prices {id: e2498})""""","[:sector]""""","(:services_sector {id: e1595})"""""
"(:price_reviews {id: e2499})""""","[:delayed_by]""""","(:firms {id: e232})"""""
"(:inelastic_demand {id: e2500})""""","[:related_to]""""","(:price_changes {id: e2501})"""""
"(:price_changes {id: e2501})""""","[:caused_by]""""","(:supply_shortages {id: e3725})"""""
"(:price_changes {id: e2501})""""","[:affected_by_factors]""""","(:actual_price_pressures {id: e2502})"""""
"(:price_changes {id: e2501})""""","[:spread_to]""""","(:sectors {id: e224})"""""
"(:size_and_nature_of_price_adjustments {id: e2503})""""","[:depend_on]""""","(:prevailing_demand_and_supply_conditions {id: e2504})"""""
"(:outlook_for_travel_related_services_inflation {id: e2505})""""","[:remains_uncertain_due_to]""""","(:downside_risks {id: e1625})"""""
"(:outlook_for_travel_related_services_inflation {id: e2505})""""","[:remains_uncertain_due_to]""""","(:upside_risks {id: e1725})"""""
"(:non_financial_companies {id: e2506})""""","[:predict_easing_period]""""","(:second_half_of_the_year {id: e9404})"""""
"(:non_financial_companies {id: e2506})""""","[:expect_deterioration_period]""""","(:second_quarter_of_2021 {id: e3946})"""""
"(:business_intelligence {id: e2507})""""","[:Is_particularly_valuable_during]""""","(:coronavirus_COVID_19_pandemic {id: e2204})"""""
"(:economic_analysis {id: e2508})""""","[:related_to]""""","(:two_pillar_approach {id: e8074})"""""
"(:economic_analysis {id: e2508})""""","[:combined_with]""""","(:monetary_analysis {id: e14291})"""""
"(:economic_analysis {id: e2508})""""","[:is_an_integral_part_of]""""","(:European_Central_Bank_ECB {id: e8073})"""""
"(:economic_analysis {id: e2508})""""","[:analysis_of]""""","(:war {id: e10185})"""""
"(:telephone {id: e2511})""""","[:is_method_for]""""","(:information_gathering_method {id: e2512})"""""
"(:information_gathering_method {id: e2512})""""","[:is_performed_by]""""","(:Corporate_Telephone_Survey {id: e2513})"""""
"(:initial_assessment {id: e2514})""""","[:starts_with]""""","(:respondent {id: e2515})"""""
"(:respondent {id: e2515})""""","[:has]""""","(:expectations {id: e2519})"""""
"(:respondent {id: e2515})""""","[:provides_assessment_on]""""","(:employment {id: e186})"""""
"(:respondent {id: e2515})""""","[:provides_assessment_on]""""","(:overall_activity {id: e2516})"""""
"(:respondent {id: e2515})""""","[:provides_assessment_on]""""","(:prices {id: e2517})"""""
"(:respondent {id: e2515})""""","[:provides_assessment_on]""""","(:costs {id: e2518})"""""
"(:prices {id: e2517})""""","[:applies_to]""""","(:business_oriented_sectors {id: e4254})"""""
"(:prices {id: e2517})""""","[:applies_to]""""","(:consumer_oriented_services {id: e4256})"""""
"(:prices {id: e2517})""""","[:change_in]""""","(:services_sector {id: e1595})"""""
"(:prices {id: e2517})""""","[:coupled_with]""""","(:raw_material_costs {id: e2626})"""""
"(:prices {id: e2517})""""","[:covered_by]""""","(:questions {id: e2564})"""""
"(:prices {id: e2517})""""","[:anticipated_increases_in]""""","(:first_quarter_of_2021 {id: e1940})"""""
"(:prices {id: e2517})""""","[:respond_to]""""","(:demand {id: e1600})"""""
"(:prices {id: e2517})""""","[:adjusted_to_avoid]""""","(:margins {id: e3820})"""""
"(:prices {id: e2517})""""","[:prediction_for_rising_through]""""","(:_2022 {id: e404})"""""
"(:prices {id: e2517})""""","[:adjusted_frequency]""""","(:recent_past {id: e4253})"""""
"(:prices {id: e2517})""""","[:continue_rising_through]""""","(:_2022 {id: e404})"""""
"(:prices {id: e2517})""""","[:rising_in]""""","(:services_sector {id: e1595})"""""
"(:prices {id: e2517})""""","[:information_from]""""","(:ECBs_Corporate_Telephone_Survey {id: e3818})"""""
"(:prices {id: e2517})""""","[:in_excess_of]""""","(:production_costs {id: e5921})"""""
"(:prices {id: e2517})""""","[:respond]""""","(:endogenously {id: e15078})"""""
"(:prices {id: e2517})""""","[:squeezing]""""","(:household_budgets {id: e6000})"""""
"(:prices {id: e2517})""""","[:monitored_to_establish]""""","(:medium_term_inflation_outlook {id: e1617})"""""
"(:prices {id: e2517})""""","[:achieves]""""","(:remuneration {id: e21711})"""""
"(:costs {id: e2518})""""","[:responsive_to]""""","(:monetary_policy_shock {id: e20860})"""""
"(:expectations {id: e2519})""""","[:for]""""","(:Federal_Reserves_monetary_policy {id: e21261})"""""
"(:expectations {id: e2519})""""","[:higher_levels_for]""""","(:specific_population_characteristics {id: e10004})"""""
"(:expectations {id: e2519})""""","[:fueled_expectations_of]""""","(:faster_monetary_policy_normalisation {id: e20063})"""""
"(:developments {id: e2520})""""","[:affected_by]""""","(:supply_chain_disruptions {id: e3457})"""""
"(:developments {id: e2520})""""","[:affected_by]""""","(:high_commodity_prices {id: e5464})"""""
"(:developments {id: e2520})""""","[:associated_with]""""","(:uncertainty {id: e751})"""""
"(:developments {id: e2520})""""","[:based_on]""""","(:macro_price_statistics {id: e4284})"""""
"(:developments {id: e2520})""""","[:is_focus_after]""""","(:initial_assessment {id: e2514})"""""
"(:developments {id: e2520})""""","[:is_driven_by]""""","(:segments_of_the_business {id: e2521})"""""
"(:developments {id: e2520})""""","[:suggest]""""","(:labour_market {id: e1747})"""""
"(:developments {id: e2520})""""","[:show]""""","(:risks {id: e615})"""""
"(:developments {id: e2520})""""","[:show]""""","(:economic_outlook {id: e3409})"""""
"(:developments {id: e2520})""""","[:reflect_during]""""","(:COVID_19_crisis {id: e2110})"""""
"(:strict_confidentiality {id: e2522})""""","[:protects]""""","(:Corporate_Telephone_Survey {id: e2513})"""""
"(:team_of_economists {id: e2523})""""","[:does_not_disclose]""""","(:individual_companies {id: e2525})"""""
"(:team_of_economists {id: e2523})""""","[:works_on]""""","(:survey {id: e2524})"""""
"(:team_of_economists {id: e2523})""""","[:has_access_to]""""","(:survey {id: e2524})"""""
"(:survey {id: e2524})""""","[:about]""""","(:degree_of_inequality {id: e16391})"""""
"(:survey {id: e2524})""""","[:shows]""""","(:consumer_spending_exuberance {id: e19532})"""""
"(:survey {id: e2524})""""","[:shows_no_signs_of]""""","(:consumer_spending {id: e490})"""""
"(:survey {id: e2524})""""","[:asks]""""","(:respondents {id: e5467})"""""
"(:findings {id: e2526})""""","[:in_line_with]""""","(:SVAR {id: e5959})"""""
"(:findings {id: e2526})""""","[:is_reported_as]""""","(:anonymised_reporting {id: e2527})"""""
"(:anonymised_reporting {id: e2527})""""","[:ensures_anonymity_of]""""","(:figure {id: e2528})"""""
"(:anonymised_reporting {id: e2527})""""","[:ensures_anonymity_of]""""","(:statement {id: e2529})"""""
"(:statement {id: e2529})""""","[:cannot_be_attributed_to]""""","(:individual_person {id: e2530})"""""
"(:statement {id: e2529})""""","[:cannot_be_attributed_to]""""","(:company {id: e2531})"""""
"(:company {id: e2531})""""","[:frequency_of_contacts_depends_on]""""","(:company {id: e2531})"""""
"(:large_entities {id: e2533})""""","[:characterized_by]""""","(:efficiency {id: e2534})"""""
"(:large_entities {id: e2533})""""","[:operation_span_in]""""","(:euro_area {id: e375})"""""
"(:automotive_industry {id: e2538})""""","[:affected_by]""""","(:new_testing_standards {id: e2539})"""""
"(:automotive_industry {id: e2538})""""","[:affected_by]""""","(:semiconductor_shortage {id: e15980})"""""
"(:automotive_industry {id: e2538})""""","[:contributes_to]""""","(:intermediate_goods {id: e1967})"""""
"(:automotive_industry {id: e2538})""""","[:contributes_to]""""","(:developments_in_capital_goods {id: e14992})"""""
"(:automotive_industry {id: e2538})""""","[:shortage_of]""""","(:chips {id: e4208})"""""
"(:automotive_industry {id: e2538})""""","[:shortage_of]""""","(:electronic_components {id: e4209})"""""
"(:new_testing_standards {id: e2539})""""","[:resulted_in]""""","(:car_production {id: e2541})"""""
"(:new_testing_standards {id: e2539})""""","[:introduced_in]""""","(:autumn_2018 {id: e2537})"""""
"(:new_testing_standards {id: e2539})""""","[:introduced_in]""""","(:automotive_industry {id: e2538})"""""
"(:new_testing_standards {id: e2539})""""","[:not_captured_by]""""","(:PMI_Survey {id: e2542})"""""
"(:new_testing_standards {id: e2539})""""","[:not_captured_by]""""","(:European_Commission_Business_Survey {id: e2543})"""""
"(:car_production {id: e2541})""""","[:impacted_by]""""","(:disruption_to_global_supply_chains {id: e19468})"""""
"(:car_production {id: e2541})""""","[:cause_a_slowdown_in]""""","(:GDP_growth {id: e2041})"""""
"(:car_production {id: e2541})""""","[:Indicate]""""","(:supply_constraints {id: e2177})"""""
"(:business_contacts {id: e2544})""""","[:help]""""","(:economists {id: e2545})"""""
"(:economists {id: e2545})""""","[:gauge_contraction]""""","(:production {id: e2549})"""""
"(:global_supply_chains {id: e2546})""""","[:impacts]""""","(:recovery {id: e1505})"""""
"(:global_supply_chains {id: e2546})""""","[:affected]""""","(:car_production {id: e2541})"""""
"(:global_supply_chains {id: e2546})""""","[:impact_on]""""","(:recovery_of_global_trade {id: e9060})"""""
"(:global_supply_chains {id: e2546})""""","[:contributed_to]""""","(:prices_for_used_cars {id: e18695})"""""
"(:global_supply_chains {id: e2546})""""","[:remained_resilient_despite]""""","(:COVID_related_disruptions {id: e5306})"""""
"(:global_supply_chains {id: e2546})""""","[:create_headwinds_to]""""","(:recovery_of_global_trade {id: e9060})"""""
"(:global_supply_chains {id: e2546})""""","[:more_protracted_than_assumed]""""","(:inflationary_pressures {id: e5404})"""""
"(:global_supply_chains {id: e2546})""""","[:result_in_stronger]""""","(:inflationary_pressures {id: e5404})"""""
"(:global_supply_chains {id: e2546})""""","[:result_in_headwinds_to]""""","(:trade {id: e331})"""""
"(:global_supply_chains {id: e2546})""""","[:result_in_headwinds_to]""""","(:global_activity {id: e5058})"""""
"(:statistical_relationship {id: e2547})""""","[:involves]""""","(:GDP {id: e299})"""""
"(:statistical_relationship {id: e2547})""""","[:involves]""""","(:survey_indicators {id: e2548})"""""
"(:survey_indicators {id: e2548})""""","[:suggests]""""","(:short_term_employment_dynamics {id: e6976})"""""
"(:survey_indicators {id: e2548})""""","[:time_period]""""","(:first_quarter_of_2020 {id: e672})"""""
"(:survey_indicators {id: e2548})""""","[:before]""""","(:Russias_invasion_of_Ukraine {id: e15686})"""""
"(:survey_indicators {id: e2548})""""","[:suggest]""""","(:euro_area_export_prospects {id: e16634})"""""
"(:survey_indicators {id: e2548})""""","[:suggest_for]""""","(:new_orders {id: e5558})"""""
"(:survey_indicators {id: e2548})""""","[:suggesting]""""","(:economic_contraction {id: e14167})"""""
"(:survey_indicators {id: e2548})""""","[:gives_insights_into]""""","(:short_term_inventory_situation {id: e11396})"""""
"(:survey_indicators {id: e2548})""""","[:showing]""""","(:moderate_growth {id: e15687})"""""
"(:production {id: e2549})""""","[:related_to]""""","(:energy_intensive_capital_goods {id: e10913})"""""
"(:production {id: e2549})""""","[:time_period]""""","(:October_and_November {id: e3690})"""""
"(:production {id: e2549})""""","[:compared_to]""""","(:third_quarter {id: e474})"""""
"(:production {id: e2549})""""","[:percentage_increase]""""","(:_0_point_2percent {id: e383})"""""
"(:production {id: e2549})""""","[:rise_in]""""","(:capital_goods_sector {id: e3688})"""""
"(:production {id: e2549})""""","[:slow_down_by]""""","(:spread_of_the_coronavirus {id: e6343})"""""
"(:production {id: e2549})""""","[:fragmented_across]""""","(:borders {id: e7644})"""""
"(:production {id: e2549})""""","[:resumed_in]""""","(:summer_of_2020 {id: e9221})"""""
"(:production {id: e2549})""""","[:leads_to_recovery_of]""""","(:output {id: e1048})"""""
"(:contacts_with_businesses {id: e2550})""""","[:helped]""""","(:economists {id: e2545})"""""
"(:May {id: e2551})""""","[:rebound_time_after_contraction_due_to_pandemic]""""","(:production {id: e2549})"""""
"(:May {id: e2551})""""","[:Not_impact]""""","(:policy_rate_path {id: e21476})"""""
"(:April {id: e2553})""""","[:inflation_rate_in]""""","(:HICP_inflation_rate {id: e10951})"""""
"(:April {id: e2553})""""","[:contraction_time_due_to_pandemic]""""","(:production {id: e2549})"""""
"(:April {id: e2553})""""","[:time_of]""""","(:mortgages {id: e3399})"""""
"(:April {id: e2553})""""","[:time_of]""""","(:business_loans {id: e21225})"""""
"(:April {id: e2553})""""","[:time_of_increase]""""","(:headline_annual_consumer_price_inflation {id: e18692})"""""
"(:April {id: e2553})""""","[:reached_highest_level]""""","(:lending_rates {id: e1557})"""""
"(:extreme_conditions {id: e2554})""""","[:disrupted]""""","(:statistical_relationship {id: e2547})"""""
"(:early_January_April_July_and_October {id: e2559})""""","[:feed_into_preparation_of]""""","(:Governing_Council_meetings {id: e2560})"""""
"(:contacts_on_a_smaller_scale {id: e2562})""""","[:arranged_when]""""","(:ECB {id: e849})"""""
"(:questions {id: e2564})""""","[:guide]""""","(:conversations {id: e2563})"""""
"(:telephone_conversations {id: e2565})""""","[:based_on]""""","(:questionnaire {id: e2567})"""""
"(:telephone_conversations {id: e2565})""""","[:last]""""","(:_20_30_minutes {id: e2566})"""""
"(:questionnaire {id: e2567})""""","[:remains_unchanged]""""","(:one_round {id: e2568})"""""
"(:questionnaire {id: e2567})""""","[:completed_by]""""","(:Working_Group_on_Public_Finance {id: e4366})"""""
"(:four_regular_questions {id: e2569})""""","[:quantity_of]""""","(:questions {id: e2564})"""""
"(:last_question {id: e2570})""""","[:offers_opportunity]""""","(:contacts {id: e2571})"""""
"(:contacts {id: e2571})""""","[:from]""""","(:retail_sector {id: e4258})"""""
"(:contacts {id: e2571})""""","[:reported]""""","(:labour_market_conditions {id: e3368})"""""
"(:contacts {id: e2571})""""","[:point_to]""""","(:rental_prices {id: e6040})"""""
